session_id,search_index,session_start_timestamp,session_start_date,group,results,num_clicks,first_click
02e3eaa32eacdd77,1,20160307204023,2016-03-07T20:40:23Z,a,0,0,NA
02e7743f2b2e1c14,1,20160306072248,2016-03-06T07:22:48Z,b,7,0,NA
02f22718ee335965,1,20160305152120,2016-03-05T15:21:20Z,b,20,0,NA
02fe45087243711a,1,20160307121616,2016-03-07T12:16:16Z,a,20,0,NA
030b455836f274c4,1,20160308133031,2016-03-08T13:30:31Z,b,1,0,NA
032fa3942fd0e077,1,20160305140251,2016-03-05T14:02:51Z,a,20,0,NA
033c672dadfce291,1,20160302195912,2016-03-02T19:59:12Z,b,20,0,NA
033cf48a90adb931,1,20160301211927,2016-03-01T21:19:27Z,a,20,0,NA
0347069d0559adac,1,20160304101647,2016-03-04T10:16:47Z,a,20,0,NA
035848b8f767e5fd,1,20160308141236,2016-03-08T14:12:36Z,a,1,0,NA
03756793a322dfe7,1,20160303194945,2016-03-03T19:49:45Z,b,0,0,NA
0381f149a5da3068,1,20160302165003,2016-03-02T16:50:03Z,a,20,0,NA
039fec3554d01b91,1,20160301182355,2016-03-01T18:23:55Z,b,20,0,NA
03b4737bb2c1e477,1,20160307225314,2016-03-07T22:53:14Z,b,1,0,NA
03b8e6d40df27257,1,20160307012430,2016-03-07T01:24:30Z,a,0,0,NA
04025bf7bfb69ca9,1,20160301172531,2016-03-01T17:25:31Z,a,20,0,NA
042409c3fb2c78f7,1,20160307092817,2016-03-07T09:28:17Z,a,20,0,NA
044a5b85a0bb8fe1,1,20160306160846,2016-03-06T16:08:46Z,a,8,0,NA
0454d8cb2cc57da6,1,20160303171916,2016-03-03T17:19:16Z,b,20,0,NA
047012768eb207e2,1,20160308054409,2016-03-08T05:44:09Z,a,20,0,NA
049a8ec34121592d,1,20160302135915,2016-03-02T13:59:15Z,b,20,0,NA
04bb8433a96eed8e,1,20160301191208,2016-03-01T19:12:08Z,b,20,0,NA
04c04c5ef777b8b5,1,20160307202226,2016-03-07T20:22:26Z,a,20,0,NA
04c0df639a67bcdb,1,20160307003025,2016-03-07T00:30:25Z,b,0,0,NA
04d0cf57a320c314,1,20160307155309,2016-03-07T15:53:09Z,b,0,0,NA
0505c03d4aba35b0,1,20160308012122,2016-03-08T01:21:22Z,a,17,0,NA
050cc1bfe8f73a31,1,20160303151239,2016-03-03T15:12:39Z,b,0,0,NA
052196e0d6ba7c3a,1,20160304152127,2016-03-04T15:21:27Z,a,20,0,NA
052f878821c5260f,1,20160304060705,2016-03-04T06:07:05Z,a,0,0,NA
054a93db8823fb18,1,20160306182514,2016-03-06T18:25:14Z,a,20,0,NA
0550c7bc0d2b934d,1,20160301204805,2016-03-01T20:48:05Z,a,20,0,NA
05562c067f1cc7df,1,20160306005816,2016-03-06T00:58:16Z,a,17,0,NA
05653bf45b41af68,1,20160307222944,2016-03-07T22:29:44Z,a,20,0,NA
058757feefe554e7,1,20160306114003,2016-03-06T11:40:03Z,a,20,0,NA
058d100db0c2e37b,1,20160303121853,2016-03-03T12:18:53Z,a,1,0,NA
05b07d34fbe6d926,1,20160301010519,2016-03-01T01:05:19Z,a,2,0,NA
05b1f94f033c80c2,1,20160303103707,2016-03-03T10:37:07Z,a,11,0,NA
05b4d7932d0e0fe7,1,20160302053536,2016-03-02T05:35:36Z,b,20,0,NA
05bc923bc5dbdfee,1,20160306130020,2016-03-06T13:00:20Z,b,9,0,NA
05c40e1f2a59c10c,1,20160301074820,2016-03-01T07:48:20Z,b,20,0,NA
05c804a7fd2a3c45,1,20160306170617,2016-03-06T17:06:17Z,a,2,0,NA
05ddccc0f44b1cb5,1,20160306012636,2016-03-06T01:26:36Z,a,0,0,NA
05e01ad34c040d67,1,20160306072347,2016-03-06T07:23:47Z,b,0,0,NA
05ea0d9c15ae40b9,1,20160308182614,2016-03-08T18:26:14Z,b,20,0,NA
05ebaf8ff5c4c67f,1,20160302030434,2016-03-02T03:04:34Z,b,1,0,NA
062bd07154289bde,1,20160305020138,2016-03-05T02:01:38Z,b,20,0,NA
062d3b188ca89dbb,1,20160308040945,2016-03-08T04:09:45Z,b,20,0,NA
0638732e91276a68,1,20160308152051,2016-03-08T15:20:51Z,a,20,0,NA
063a07e057a3e1d6,1,20160307024958,2016-03-07T02:49:58Z,a,20,0,NA
064e714cba3069be,1,20160301135718,2016-03-01T13:57:18Z,b,20,0,NA
067a741f1f3c60db,1,20160302100450,2016-03-02T10:04:50Z,b,20,0,NA
068e2d81f763b1ab,1,20160301005809,2016-03-01T00:58:09Z,b,20,0,NA
0691596071d5f2b0,1,20160301155257,2016-03-01T15:52:57Z,b,20,0,NA
0697c494fd2d20e4,1,20160301163838,2016-03-01T16:38:38Z,a,0,0,NA
069a600bc5b49331,1,20160302174115,2016-03-02T17:41:15Z,a,20,0,NA
069ba73c77d0f2c1,1,20160304153510,2016-03-04T15:35:10Z,a,20,0,NA
06f39e4fc8c12d90,1,20160307095559,2016-03-07T09:55:59Z,b,0,0,NA
06fb9cfc22265c92,1,20160303221806,2016-03-03T22:18:06Z,b,20,0,NA
0700958bcc651f5b,1,20160308165544,2016-03-08T16:55:44Z,a,12,0,NA
0700c6ee26c03cad,1,20160305062014,2016-03-05T06:20:14Z,a,0,0,NA
0712e3c5701bfe57,1,20160302200205,2016-03-02T20:02:05Z,a,0,0,NA
071dbfeb3cfb19ef,1,20160306103342,2016-03-06T10:33:42Z,a,4,0,NA
072995a285683049,1,20160308155332,2016-03-08T15:53:32Z,a,20,0,NA
073891dd9967719b,1,20160306231942,2016-03-06T23:19:42Z,b,20,0,NA
075c2592d103cf06,1,20160305204755,2016-03-05T20:47:55Z,a,20,0,NA
07b217bbe9e7f0db,1,20160301162309,2016-03-01T16:23:09Z,b,19,0,NA
07b8ae35d60211a2,1,20160304104458,2016-03-04T10:44:58Z,a,20,0,NA
07d418be87dc4bdf,1,20160302092205,2016-03-02T09:22:05Z,a,20,0,NA
07dbf0c8541325d2,1,20160306184021,2016-03-06T18:40:21Z,a,20,0,NA
07e62653a8bfd6e8,1,20160305113903,2016-03-05T11:39:03Z,b,2,0,NA
07f59368fbc98ca7,1,20160305140213,2016-03-05T14:02:13Z,a,19,0,NA
07f971543615e5a9,1,20160304181213,2016-03-04T18:12:13Z,a,20,0,NA
0805b17f707151d3,1,20160305205551,2016-03-05T20:55:51Z,b,20,0,NA
080739cf6892e885,1,20160303131419,2016-03-03T13:14:19Z,b,20,0,NA
080855629f274ccc,1,20160301002155,2016-03-01T00:21:55Z,a,2,0,NA
081492416f4e75c5,1,20160303092229,2016-03-03T09:22:29Z,b,20,0,NA
081588544b105439,1,20160304094538,2016-03-04T09:45:38Z,a,20,0,NA
081a0ef868441d80,1,20160301123217,2016-03-01T12:32:17Z,a,20,0,NA
081a0ef868441d80,2,20160301123237,2016-03-01T12:32:37Z,a,20,0,NA
0842cd8d1df75ec7,1,20160307221639,2016-03-07T22:16:39Z,b,20,0,NA
0867f14ca1007a2e,1,20160304020429,2016-03-04T02:04:29Z,a,20,0,NA
089ff28d069ae237,1,20160308145251,2016-03-08T14:52:51Z,b,3,0,NA
08d7cfc15f464e4a,1,20160304141039,2016-03-04T14:10:39Z,a,50,0,NA
08d82a8b2689c33b,1,20160306061801,2016-03-06T06:18:01Z,b,10,0,NA
08db8f08b73a1d73,1,20160304114239,2016-03-04T11:42:39Z,a,0,0,NA
09120e3d875168b1,1,20160305232612,2016-03-05T23:26:12Z,b,20,0,NA
0915b8332e600950,1,20160302223012,2016-03-02T22:30:12Z,b,16,0,NA
092992b424dec585,1,20160302135747,2016-03-02T13:57:47Z,a,20,0,NA
092992b424dec585,2,20160302135814,2016-03-02T13:58:14Z,a,20,0,NA
0933e05f2d47857e,1,20160308090031,2016-03-08T09:00:31Z,b,0,0,NA
095dfc6a3d84817e,1,20160303083759,2016-03-03T08:37:59Z,a,20,0,NA
09688fab52c9b323,1,20160302124835,2016-03-02T12:48:35Z,b,20,0,NA
096c1cc269887374,1,20160305093008,2016-03-05T09:30:08Z,a,20,0,NA
099d1a30a73d3e9d,1,20160302224134,2016-03-02T22:41:34Z,b,2,0,NA
09e26210f2ac441c,1,20160308075553,2016-03-08T07:55:53Z,a,2,0,NA
09f1393b8bf39005,1,20160303163106,2016-03-03T16:31:06Z,a,0,0,NA
09f5ae9c7a7bc316,1,20160303170412,2016-03-03T17:04:12Z,a,20,0,NA
0a093ec907a9c6e2,1,20160307171233,2016-03-07T17:12:33Z,a,20,0,NA
0a0995da6c1d5806,1,20160304150207,2016-03-04T15:02:07Z,a,0,0,NA
0a0b3c97c40f5d44,1,20160301045104,2016-03-01T04:51:04Z,b,20,0,NA
0a26ef7244b74606,1,20160304185102,2016-03-04T18:51:02Z,a,20,0,NA
0a303f1309697130,1,20160301104702,2016-03-01T10:47:02Z,b,20,0,NA
0a33c0d8d3dcd0ea,1,20160302164224,2016-03-02T16:42:24Z,b,20,0,NA
0a602c68b109f570,1,20160304020203,2016-03-04T02:02:03Z,b,0,0,NA
0a66e3e13099e2c1,1,20160302013912,2016-03-02T01:39:12Z,a,20,0,NA
0a8bf64e9520b80e,1,20160302195114,2016-03-02T19:51:14Z,a,3,0,NA
0a94e0a39a1230b8,1,20160301203923,2016-03-01T20:39:23Z,a,20,0,NA
0a9d93cb1d44cbb0,1,20160302232641,2016-03-02T23:26:41Z,a,3,0,NA
0ab0dc7da724a0da,1,20160304194430,2016-03-04T19:44:30Z,a,20,0,NA
0af4ce69cd0ae258,1,20160301093516,2016-03-01T09:35:16Z,b,1,0,NA
0af61c3f72879252,1,20160306105322,2016-03-06T10:53:22Z,b,20,0,NA
0af70e383e178b00,1,20160303121747,2016-03-03T12:17:47Z,b,20,0,NA
0aff01e1b879e804,1,20160304041100,2016-03-04T04:11:00Z,a,20,0,NA
0b3c6f130ae9ba90,1,20160301003415,2016-03-01T00:34:15Z,b,0,0,NA
0b523088f0e3fc06,1,20160304172058,2016-03-04T17:20:58Z,b,15,0,NA
0b731214e7199664,1,20160301154626,2016-03-01T15:46:26Z,a,20,0,NA
0b73226f3ff653b0,1,20160301092102,2016-03-01T09:21:02Z,a,20,0,NA
0ba4d69ae81a90db,1,20160305171807,2016-03-05T17:18:07Z,a,0,0,NA
0ba6e8ae7042414f,1,20160307190306,2016-03-07T19:03:06Z,b,20,0,NA
0ba7f62e7c67d7d6,1,20160304135016,2016-03-04T13:50:16Z,b,0,0,NA
0bb087d08bc49b61,1,20160302142002,2016-03-02T14:20:02Z,a,20,0,NA
0bc8d1b640623324,1,20160304140551,2016-03-04T14:05:51Z,a,20,0,NA
0c065176030e15e0,1,20160306003022,2016-03-06T00:30:22Z,a,20,0,NA
0c15e83f53251b1e,1,20160307190834,2016-03-07T19:08:34Z,a,12,0,NA
0c2495b9d9771749,1,20160308190610,2016-03-08T19:06:10Z,a,3,0,NA
0c3106a329c77eff,1,20160301022200,2016-03-01T02:22:00Z,a,20,0,NA
0c3231dca6a74e8c,1,20160304190618,2016-03-04T19:06:18Z,a,18,0,NA
0c42a10add349cef,1,20160306115249,2016-03-06T11:52:49Z,b,2,0,NA
0c45b52fefc74513,1,20160305134152,2016-03-05T13:41:52Z,a,20,0,NA
0c4b8fc0187093e1,1,20160304140600,2016-03-04T14:06:00Z,b,2,0,NA
0c531f2d70e4d90f,1,20160306212101,2016-03-06T21:21:01Z,a,20,0,NA
0c7ed2fad16db65e,1,20160304024426,2016-03-04T02:44:26Z,a,20,0,NA
0c8afc57e9516a4e,1,20160308070453,2016-03-08T07:04:53Z,a,20,0,NA
0cbc8f70c4c4128d,1,20160303093216,2016-03-03T09:32:16Z,a,20,0,NA
0cc6447b896d525e,1,20160304224817,2016-03-04T22:48:17Z,b,20,0,NA
0cd0688072db5c4a,1,20160306124551,2016-03-06T12:45:51Z,b,20,0,NA
0ceddee097ef890d,1,20160301171702,2016-03-01T17:17:02Z,a,20,0,NA
0cf86cca4b9050d0,1,20160303082637,2016-03-03T08:26:37Z,a,0,0,NA
0d027026c2149174,1,20160303205342,2016-03-03T20:53:42Z,b,0,0,NA
0d09c0fd12972540,1,20160305175713,2016-03-05T17:57:13Z,a,2,0,NA
0d15828d08635843,1,20160305030747,2016-03-05T03:07:47Z,b,20,0,NA
0d1e82a6d45ed5d6,1,20160302134928,2016-03-02T13:49:28Z,a,9,0,NA
0d2ba36e0f2c7509,1,20160306065452,2016-03-06T06:54:52Z,a,20,1,1
0d3a1427a060b727,1,20160308164148,2016-03-08T16:41:48Z,b,20,0,NA
0d612757c22e7af3,1,20160305143443,2016-03-05T14:34:43Z,a,7,0,NA
0d63f9e086c25674,1,20160304065914,2016-03-04T06:59:14Z,a,20,0,NA
0d6eb81512d879e9,1,20160302133910,2016-03-02T13:39:10Z,a,20,0,NA
0d73a5f52aed8193,1,20160304145342,2016-03-04T14:53:42Z,a,0,0,NA
0d79d810a4da6d19,1,20160308185155,2016-03-08T18:51:55Z,b,20,0,NA
0d7ea610d7227cc3,1,20160301053313,2016-03-01T05:33:13Z,a,20,0,NA
0d7ea610d7227cc3,2,20160301061128,2016-03-01T06:11:28Z,a,0,1,7
0d923b3599d167a7,1,20160306061739,2016-03-06T06:17:39Z,b,0,0,NA
0da2aa290b6be610,1,20160301143748,2016-03-01T14:37:48Z,a,20,0,NA
0db0268a99d2842b,1,20160303083423,2016-03-03T08:34:23Z,b,0,0,NA
0dd91484e26d6898,1,20160305183919,2016-03-05T18:39:19Z,a,0,0,NA
0dda32cafe047612,1,20160305041409,2016-03-05T04:14:09Z,b,0,0,NA
0e06368f9d2bbb37,1,20160307065054,2016-03-07T06:50:54Z,b,0,0,NA
0e39514d5e9e4c06,1,20160301164242,2016-03-01T16:42:42Z,b,0,0,NA
0e3c5331ac9a80f8,1,20160303175815,2016-03-03T17:58:15Z,b,9,0,NA
0e4cf2ce33d1ed7c,1,20160302135728,2016-03-02T13:57:28Z,a,20,0,NA
0e6267af4c0ce060,1,20160301150810,2016-03-01T15:08:10Z,a,20,0,NA
0e6708368bcb3909,1,20160304195010,2016-03-04T19:50:10Z,a,20,0,NA
0e67095dfc1af1de,1,20160304194514,2016-03-04T19:45:14Z,a,0,0,NA
0e83610f78b83948,1,20160306121001,2016-03-06T12:10:01Z,a,20,0,NA
0e8da619f322a356,1,20160304155635,2016-03-04T15:56:35Z,a,20,0,NA
0e9238b070ef1143,1,20160301221424,2016-03-01T22:14:24Z,a,16,0,NA
0e9bff8edc823817,1,20160304131827,2016-03-04T13:18:27Z,b,20,0,NA
0ea74fbe2b3142b5,1,20160304111407,2016-03-04T11:14:07Z,b,20,0,NA
0eb1681f1aa485a7,1,20160301071805,2016-03-01T07:18:05Z,a,20,0,NA
0ec0a11f37e6c95e,1,20160308142231,2016-03-08T14:22:31Z,b,20,0,NA
0ec0a11f37e6c95e,2,20160308142300,2016-03-08T14:23:00Z,b,20,0,NA
0ecbe50ed87bae40,1,20160307151250,2016-03-07T15:12:50Z,b,20,0,NA
0ed96eec590c7fec,1,20160306195624,2016-03-06T19:56:24Z,a,2,0,NA
0efa6324d2f72ec3,1,20160306051535,2016-03-06T05:15:35Z,b,20,0,NA
0efc4c35dfc3bb55,1,20160308175453,2016-03-08T17:54:53Z,a,4,0,NA
0f13a3269c342ca7,1,20160302185939,2016-03-02T18:59:39Z,b,0,0,NA
0f1748eb72dc4901,1,20160302114431,2016-03-02T11:44:31Z,b,20,0,NA
0f230921f2b9dcb7,1,20160306041358,2016-03-06T04:13:58Z,b,20,0,NA
0f2fd49667ab57ce,1,20160304093624,2016-03-04T09:36:24Z,a,6,0,NA
0f4e260c53d594e1,1,20160304002307,2016-03-04T00:23:07Z,a,20,0,NA
0f77da388515bf31,1,20160307140556,2016-03-07T14:05:56Z,a,20,0,NA
0f88a53752c7d300,1,20160307061752,2016-03-07T06:17:52Z,a,20,0,NA
0fa3598edf2e1762,1,20160303115305,2016-03-03T11:53:05Z,a,20,0,NA
0fb9951b3bf6a246,1,20160304083134,2016-03-04T08:31:34Z,a,20,0,NA
0fbc70a92de2cd97,1,20160304235154,2016-03-04T23:51:54Z,a,20,0,NA
0fca4034fdd74823,1,20160302152545,2016-03-02T15:25:45Z,a,0,0,NA
0fcbe15a38f850e5,1,20160303181036,2016-03-03T18:10:36Z,b,20,0,NA
0fdefecdc91fbf48,1,20160307161439,2016-03-07T16:14:39Z,a,11,0,NA
0fe94bae0c3fe6b0,1,20160302031236,2016-03-02T03:12:36Z,a,20,0,NA
0ff93b4e2233d64a,1,20160304111037,2016-03-04T11:10:37Z,a,18,0,NA
1036cda99c516b9d,1,20160303164924,2016-03-03T16:49:24Z,b,20,0,NA
1036e1ba22e4cdcc,1,20160305190244,2016-03-05T19:02:44Z,b,20,0,NA
104c6512e3184214,1,20160305184810,2016-03-05T18:48:10Z,a,20,0,NA
104f500ceb99d515,1,20160301045553,2016-03-01T04:55:53Z,a,20,0,NA
105026bbb3e1b91a,1,20160304212619,2016-03-04T21:26:19Z,a,20,0,NA
10541aaefd0e6edc,1,20160303195528,2016-03-03T19:55:28Z,a,2,0,NA
1073cdb78a1caf72,1,20160303153226,2016-03-03T15:32:26Z,a,20,0,NA
10b5bcf3a7226eea,1,20160303183435,2016-03-03T18:34:35Z,b,20,0,NA
10c8361e45f67b77,1,20160305085646,2016-03-05T08:56:46Z,a,0,0,NA
10c962542d0bf6a4,1,20160307082316,2016-03-07T08:23:16Z,a,20,0,NA
10d443e476c7cd26,1,20160306100249,2016-03-06T10:02:49Z,b,20,0,NA
10e7e8bb2d2502f1,1,20160307154525,2016-03-07T15:45:25Z,a,20,0,NA
10f4668a9a022c0c,1,20160306131518,2016-03-06T13:15:18Z,b,20,0,NA
10fabb16a6fc04da,1,20160304171704,2016-03-04T17:17:04Z,b,20,0,NA
1103586520b6aa29,1,20160303203037,2016-03-03T20:30:37Z,a,0,0,NA
1112337c36dc80b5,1,20160304163335,2016-03-04T16:33:35Z,b,1,0,NA
1122c78f35507268,1,20160308070124,2016-03-08T07:01:24Z,a,20,1,2
1153dea88016814f,1,20160308135806,2016-03-08T13:58:06Z,b,20,0,NA
115a2709e9955410,1,20160301182647,2016-03-01T18:26:47Z,a,18,0,NA
115b28047f505946,1,20160307055614,2016-03-07T05:56:14Z,b,20,0,NA
117353d0ecede755,1,20160302043800,2016-03-02T04:38:00Z,b,20,0,NA
1182441caa15ba80,1,20160307013708,2016-03-07T01:37:08Z,a,14,0,NA
11c63bd306f1bf89,1,20160301024952,2016-03-01T02:49:52Z,a,20,0,NA
11ccf5727a1bb7bb,1,20160306234445,2016-03-06T23:44:45Z,a,20,0,NA
11d031c98e324fa4,1,20160304124335,2016-03-04T12:43:35Z,a,0,0,NA
11dd46dc426455a4,1,20160302112953,2016-03-02T11:29:53Z,b,0,0,NA
11f32d059673d14f,1,20160307080859,2016-03-07T08:08:59Z,b,20,0,NA
1202b7e81899c899,1,20160301045052,2016-03-01T04:50:52Z,a,20,0,NA
120c4e24125acfe4,1,20160306063205,2016-03-06T06:32:05Z,b,20,0,NA
12117e8de79de98b,1,20160308172823,2016-03-08T17:28:23Z,a,0,0,NA
1225faac46bd509b,1,20160303155415,2016-03-03T15:54:15Z,a,20,0,NA
122f464b7d3676b9,1,20160307133502,2016-03-07T13:35:02Z,b,20,0,NA
124dc51295b40fba,1,20160308090026,2016-03-08T09:00:26Z,a,18,0,NA
12a6ba2f8f251f95,1,20160305140626,2016-03-05T14:06:26Z,a,0,0,NA
12a977826d937204,1,20160307010839,2016-03-07T01:08:39Z,b,20,0,NA
12b221c77f7bf178,1,20160304194648,2016-03-04T19:46:48Z,a,20,0,NA
12bd22476a4f414a,1,20160304120220,2016-03-04T12:02:20Z,b,20,0,NA
12d0db326112dc4f,1,20160303190318,2016-03-03T19:03:18Z,a,20,0,NA
12ded9f604e9dd1f,1,20160306103608,2016-03-06T10:36:08Z,a,0,0,NA
130009bb24702fa2,1,20160306110454,2016-03-06T11:04:54Z,b,3,0,NA
130009bb24702fa2,2,20160306110457,2016-03-06T11:04:57Z,b,20,0,NA
131d14b7b0e91c9f,1,20160306220557,2016-03-06T22:05:57Z,a,20,0,NA
132ae19b91bbd747,1,20160307110006,2016-03-07T11:00:06Z,a,20,0,NA
135d1fdf64965bf8,1,20160301131716,2016-03-01T13:17:16Z,a,11,0,NA
136377fd34afaca3,1,20160304170617,2016-03-04T17:06:17Z,b,20,0,NA
13839ca4fe3a58c3,1,20160308015235,2016-03-08T01:52:35Z,a,0,0,NA
138e9a520c2066ac,1,20160302225750,2016-03-02T22:57:50Z,a,20,0,NA
139680d13706ab8a,1,20160303034053,2016-03-03T03:40:53Z,a,0,0,NA
1397b9a12c18dcf1,1,20160306184459,2016-03-06T18:44:59Z,a,0,0,NA
13a7f37633afa3e8,1,20160306030801,2016-03-06T03:08:01Z,a,20,0,NA
13a855d5a63538c8,1,20160307084506,2016-03-07T08:45:06Z,b,0,0,NA
13b7d1eef2429a42,1,20160307193114,2016-03-07T19:31:14Z,a,20,0,NA
13c82fe3fe4fcac4,1,20160304233613,2016-03-04T23:36:13Z,b,2,0,NA
13c8feff73e6e6e8,1,20160304032509,2016-03-04T03:25:09Z,b,6,0,NA
13cfa40273c3f2c2,1,20160301182056,2016-03-01T18:20:56Z,a,20,0,NA
13d12e315a77f055,1,20160307164357,2016-03-07T16:43:57Z,b,20,0,NA
13ed949ead71ca65,1,20160305231324,2016-03-05T23:13:24Z,b,20,0,NA
140153d4a2cdb02e,1,20160307050032,2016-03-07T05:00:32Z,b,13,0,NA
142bad7cf3f4daf4,1,20160304013704,2016-03-04T01:37:04Z,a,0,0,NA
144ddb87123be32e,1,20160302220757,2016-03-02T22:07:57Z,b,20,0,NA
145e30d3797f4b7f,1,20160302043305,2016-03-02T04:33:05Z,a,20,0,NA
149350f92aacd10d,1,20160302042337,2016-03-02T04:23:37Z,b,20,0,NA
149397ba0d769c8a,1,20160303111434,2016-03-03T11:14:34Z,a,1,0,NA
149ee4b58e18d627,1,20160306222008,2016-03-06T22:20:08Z,a,20,0,NA
14a7e138e3633e36,1,20160301145030,2016-03-01T14:50:30Z,a,2,0,NA
14adda1d1eb338cb,1,20160307171553,2016-03-07T17:15:53Z,a,20,0,NA
14bca178e62b747e,1,20160308092703,2016-03-08T09:27:03Z,a,8,0,NA
14cc4f7739f36a51,1,20160305011502,2016-03-05T01:15:02Z,a,20,0,NA
14eab1edf7d5b241,1,20160306024209,2016-03-06T02:42:09Z,a,16,0,NA
14ed0e3368e8f84e,1,20160306163812,2016-03-06T16:38:12Z,a,8,0,NA
14f97aeefd2c5954,1,20160308161903,2016-03-08T16:19:03Z,a,0,0,NA
14f97aeefd2c5954,2,20160308163348,2016-03-08T16:33:48Z,a,20,0,NA
14f994868a6897f5,1,20160303113705,2016-03-03T11:37:05Z,a,5,0,NA
150e5a10de1b0b2a,1,20160302204014,2016-03-02T20:40:14Z,a,20,0,NA
1510fca9615e2ece,1,20160303080531,2016-03-03T08:05:31Z,a,20,0,NA
15121d95bed86b02,1,20160302054225,2016-03-02T05:42:25Z,b,14,0,NA
15173ca8cbb7c7d7,1,20160308024646,2016-03-08T02:46:46Z,a,0,0,NA
151c829f0402f748,1,20160305065959,2016-03-05T06:59:59Z,a,11,0,NA
151e8d51a34db0d9,1,20160306213645,2016-03-06T21:36:45Z,a,20,0,NA
1520cb823d2657e9,1,20160306235925,2016-03-06T23:59:25Z,b,6,0,NA
153736f085a57a7f,1,20160303001050,2016-03-03T00:10:50Z,a,20,0,NA
153e26ea9936f4ee,1,20160301161724,2016-03-01T16:17:24Z,a,20,0,NA
153e46aac370bbfc,1,20160308101309,2016-03-08T10:13:09Z,b,20,0,NA
15635932da170f79,1,20160302021336,2016-03-02T02:13:36Z,a,1,0,NA
15ce3a5d1b6aa3e6,1,20160303041544,2016-03-03T04:15:44Z,a,20,0,NA
15d6619b3bf56511,1,20160303154408,2016-03-03T15:44:08Z,a,20,0,NA
15d89d0d5f20ad5c,1,20160306122601,2016-03-06T12:26:01Z,b,0,0,NA
16121b4df7ad6d7c,1,20160301041600,2016-03-01T04:16:00Z,a,16,0,NA
162d61c123f6c008,1,20160303220508,2016-03-03T22:05:08Z,b,20,0,NA
163555aa54c12ef6,1,20160308021021,2016-03-08T02:10:21Z,b,20,0,NA
1638b4325ff18c5c,1,20160308132732,2016-03-08T13:27:32Z,a,0,0,NA
164a8c73c8adb9f4,1,20160307215833,2016-03-07T21:58:33Z,a,20,0,NA
166b27e59e22db26,1,20160307153642,2016-03-07T15:36:42Z,a,20,0,NA
166defa21edf8d6e,1,20160301133556,2016-03-01T13:35:56Z,a,20,0,NA
1695254bcbac1ae7,1,20160301141356,2016-03-01T14:13:56Z,a,20,0,NA
16956d77aec31675,1,20160307212606,2016-03-07T21:26:06Z,b,9,0,NA
169859af3469a9d8,1,20160307082206,2016-03-07T08:22:06Z,a,20,0,NA
16992d9431c88951,1,20160305153016,2016-03-05T15:30:16Z,b,20,0,NA
169b6246a14bce70,1,20160302063530,2016-03-02T06:35:30Z,b,0,0,NA
16b81aaf81ea60af,1,20160304135929,2016-03-04T13:59:29Z,a,20,0,NA
16c2eb981223074c,1,20160305040032,2016-03-05T04:00:32Z,b,20,0,NA
